,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS
39,MIL,22000316,2021-02-01T00:00:00,MIL vs. POR,W,48.0,53,96,0.552,21,42,0.5,7,12,0.583,9,44,53,38,13.0,10,7,6,13,10,134,28.0
40,MIL,22000299,2021-01-30T00:00:00,MIL @ CHA,L,48.0,40,82,0.488,18,45,0.4,16,24,0.667,8,38,46,22,16.0,6,6,5,17,20,114,-12.0
41,MIL,22000293,2021-01-29T00:00:00,MIL @ NOP,L,48.0,48,96,0.5,13,35,0.371,17,22,0.773,12,37,49,29,12.0,5,5,3,19,16,126,-5.0
42,MIL,22000277,2021-01-27T00:00:00,MIL @ TOR,W,48.0,40,93,0.43,16,44,0.364,19,26,0.731,14,45,59,30,15.0,9,3,8,14,20,115,7.0
43,MIL,22000254,2021-01-24T00:00:00,MIL vs. ATL,W,48.0,50,91,0.549,10,31,0.323,19,27,0.704,16,36,52,32,17.0,4,2,4,16,23,129,14.0
44,MIL,22000226,2021-01-21T00:00:00,MIL vs. LAL,L,48.0,44,87,0.506,9,28,0.321,9,12,0.75,5,41,46,27,15.0,5,5,8,18,14,106,-7.0
45,MIL,22000209,2021-01-18T00:00:00,MIL @ BKN,L,48.0,46,105,0.438,11,38,0.289,20,24,0.833,11,30,41,21,6.0,9,2,5,15,19,123,-2.0
46,MIL,22000182,2021-01-15T00:00:00,MIL vs. DAL,W,48.0,43,96,0.448,14,37,0.378,12,25,0.48,16,41,57,22,11.0,5,3,6,14,23,112,3.0
47,MIL,22000165,2021-01-13T00:00:00,MIL @ DET,W,48.0,41,85,0.482,19,43,0.442,9,14,0.643,10,38,48,31,14.0,10,9,3,20,19,110,9.0
48,MIL,22000151,2021-01-11T00:00:00,MIL @ ORL,W,48.0,46,91,0.505,13,35,0.371,16,20,0.8,11,32,43,25,15.0,15,7,4,17,13,121,22.0
49,MIL,22000137,2021-01-09T00:00:00,MIL vs. CLE,W,48.0,37,84,0.44,12,36,0.333,14,18,0.778,11,34,45,25,16.0,11,4,4,14,18,100,10.0
50,MIL,22000129,2021-01-08T00:00:00,MIL vs. UTA,L,48.0,44,98,0.449,13,42,0.31,17,21,0.81,9,36,45,18,12.0,5,5,8,19,18,118,-13.0
51,MIL,22000113,2021-01-06T00:00:00,MIL vs. DET,W,48.0,49,90,0.544,19,43,0.442,13,21,0.619,9,38,47,35,14.0,5,4,3,22,20,130,15.0
52,MIL,22000099,2021-01-04T00:00:00,MIL vs. DET,W,48.0,49,85,0.576,14,34,0.412,13,16,0.813,7,42,49,32,19.0,6,4,5,18,17,125,10.0
53,MIL,22000073,2021-01-01T00:00:00,MIL vs. CHI,W,48.0,42,85,0.494,22,45,0.489,20,30,0.667,5,39,44,27,17.0,16,6,6,19,21,126,30.0
54,MIL,22000058,2020-12-30T00:00:00,MIL @ MIA,L,48.0,40,102,0.392,16,41,0.39,12,13,0.923,16,31,47,26,13.0,14,6,5,25,18,108,-11.0
55,MIL,22000051,2020-12-29T00:00:00,MIL @ MIA,W,48.0,51,92,0.554,29,51,0.569,13,15,0.867,10,35,45,32,17.0,14,2,6,22,18,144,47.0
56,MIL,22000036,2020-12-27T00:00:00,MIL @ NYK,L,48.0,41,95,0.432,7,38,0.184,21,29,0.724,17,27,44,24,11.0,7,5,4,21,23,110,-20.0
57,MIL,22000006,2020-12-25T00:00:00,MIL vs. GSW,W,48.0,50,90,0.556,20,36,0.556,18,26,0.692,11,49,60,25,18.0,6,4,6,17,22,138,39.0
58,MIL,22000003,2020-12-23T00:00:00,MIL @ BOS,L,48.0,46,90,0.511,14,35,0.4,15,18,0.833,11,41,52,19,16.0,4,6,6,20,17,121,-1.0
